length
18
21
21
10
9
11
10
20
19
20
19
14
13
15
14
14
15
16
17
14
13
16
17
11
12
12
11
16
15
20
21
20
21
15
14
27
28
16
16
16
15
16
15
21
20
15
16
18
19
18
19
17
18
14
15
15
14
16
17
13
14
21
20
20
19
23
20
23
22
23
24
24
22
13
14
17
16
15
14
14
13
19
18
16
15
21
22
14
15
16
17
22
23
14
13
19
18
20
19
20
19
16
15
14
15
17
16
13
12
15
16
12
11
16
17
22
23
13
12
12
13
30
30
13
14
16
17
22
20
19
20
19
20
20
21
28
27
22
21
23
21
15
16
17
16
15
16
23
23
20
19
20
19
13
12
12
13
18
17
17
14
20
19
19
19
17
16
19
18
9
10
16
15
15
16
22
23
14
13
22
22
15
16
14
15
12
11
14
13
15
16
10
9
16
15
16
15
23
21
12
13
22
23
16
15
14
15
11
12
14
13
15
16
18
19
16
15
3
2
30
30
14
13
16
15
16
17
17
18
18
17
16
15
16
17
14
13
15
16
9
10
16
17
30
30
19
18
14
13
15
16
13
14
17
17
18
17
15
16
12
11
16
17
16
15
18
19
22
20
9
9
10
11
20
19
19
20
13
14
15
14
14
15
17
16
14
13
17
17
9
10
16
15
3
2
3
2
9
10
16
15
2
3
19
20
13
12
15
14
16
15
15
16
15
14
19
18
17
18
13
12
19
20
12
13
13
14
13
14
11
12
17
16
20
21
14
15
15
15
14
13
21
20
21
20
12
13
17
16
23
21
30
30
13
12
13
12
17
16
16
17
17
15
10
9
2
3
19
20
20
21
16
15
16
15
13
14
19
18
20
19
13
12
19
18
15
16
30
30
30
30
13
14
14
13
16
17
12
11
11
12
11
12
16
17
21
20
15
14
15
14
19
19
19
18
20
19
16
15
18
19
20
21
17
16
15
16
30
30
13
12
12
13
12
11
18
17
19
20
16
17
13
14
12
13
19
20
15
14
20
21
16
15
14
13
19
18
16
15
12
13
16
15
15
16
19
20
9
10
18
19
16
15
15
16
30
30
30
30
13
14
13
14
14
13
17
16
12
11
17
16
21
20
15
14
15
14
21
22
19
19
20
21
19
18
20
21
13
12
15
16
30
30
14
15
12
13
12
13
12
11
16
17
19
20
17
16
10
9
15
16
2
3
19
20
13
12
16
15
19
18
18
17
18
19
16
15
16
15
20
19
16
17
30
30
30
30
14
13
15
14
16
15
13
14
14
13
17
16
12
10
12
11
20
21
14
15
16
14
22
22
19
19
21
19
16
15
19
18
12
13
17
16
23
21
30
30
13
12
12
11
17
18
17
16
13
14
19
20
10
9
20
19
14
13
13
12
14
15
21
20
13
14
18
19
17
16
17
17
15
15
13
12
19
18
16
15
19
20
12
13
19
18
14
13
14
15
16
15
13
14
14
2
13
17
16
11
12
12
11
12
11
11
12
17
16
21
20
14
15
14
15
14
15
13
14
23
22
19
19
21
20
16
15
19
18
21
20
17
16
30
30
14
15
13
12
13
12
12
11
17
16
13
14
20
19
17
16
10
9
15
16
20
19
15
14
20
21
15
16
18
19
18
17
15
14
15
16
12
13
19
18
16
15
16
15
15
16
20
19
10
9
19
18
16
15
16
15
30
30
30
30
13
14
16
15
13
14
14
13
16
17
12
11
11
12
12
11
16
17
20
21
15
14
15
14
13
14
22
21
19
19
19
18
20
21
15
16
18
19
12
13
17
16
30
30
14
15
22
24
12
13
13
12
17
16
17
18
16
14
13
14
19
20
16
17
9
10
13
14
3
12
13
15
16
13
14
18
19
18
17
16
17
13
12
15
16
16
15
16
15
15
14
20
19
12
13
18
19
15
16
30
30
14
13
16
15
14
13
13
14
16
17
11
12
11
12
20
21
15
14
14
15
14
13
19
19
19
18
21
20
15
16
18
19
21
20
13
12
17
16
21
20
30
30
15
14
13
12
17
18
16
17
15
15
14
13
20
19
16
17
13
12
9
10
2
3
19
20
13
12
21
20
16
15
16
15
18
19
17
16
14
15
15
16
19
18
15
16
15
16
16
15
14
15
20
19
12
13
9
10
10
9
16
15
30
30
30
30
14
13
15
14
16
15
14
13
14
13
17
16
12
11
12
11
12
11
16
17
17
18
21
20
15
14
14
16
14
13
19
19
19
20
16
17
30
30
15
14
12
13
13
12
12
11
17
18
16
17
16
15
13
14
19
20
16
17
13
12
9
10
15
16
3
2
20
19
13
13
20
21
14
13
19
18
17
15
14
15
15
16
15
16
19
18
15
16
16
15
16
15
15
14
20
19
13
12
19
18
30
30
30
30
13
14
15
16
13
14
14
13
26
25
12
11
12
11
12
11
17
16
20
21
14
15
14
15
13
14
21
22
19
19
19
18
21
20
19
18
21
20
12
13
16
17
16
15
21
20
30
30
12
13
13
12
12
11
17
16
17
18
17
16
14
13
20
19
17
16
13
12
10
9
19
20
13
12
20
21
15
16
14
13
17
17
17
15
14
15
18
19
16
15
16
15
16
15
20
19
13
12
9
10
14
16
15
16
30
30
30
30
13
14
15
14
16
15
14
13
14
13
12
11
11
12
11
12
21
20
14
15
13
14
19
19
21
20
15
16
19
20
17
16
16
15
22
21
30
30
13
12
12
13
11
12
18
17
16
17
20
19
13
12
10
9
16
15
3
2
13
12
14
15
16
15
16
15
19
18
18
17
15
16
14
14
15
16
19
18
15
16
15
16
15
14
19
20
13
12
18
19
18
19
14
15
12
11
15
14
10
9
3
2
17
18
18
17
17
16
16
15
17
18
14
13
18
19
18
19
15
16
30
30
13
14
13
14
12
11
19
19
14
13
11
12
18
17
15
14
18
19
11
12
20
19
13
14
15
16
11
11
12
13
14
15
12
13
16
15
30
30
14
15
12
11
17
18
14
15
14
13
19
19
14
16
19
18
14
13
18
17
22
20
15
14
14
13
16
17
2
3
12
11
18
17
18
17
17
18
17
16
16
15
13
14
19
20
18
17
12
13
15
16
19
18
19
20
15
16
15
16
20
19
13
12
29
30
17
16
12
11
12
11
12
11
14
15
14
13
13
14
15
14
14
13
12
13
19
18
2
3
19
20
12
11
19
18
14
15
15
16
16
15
20
19
17
18
15
16
12
13
13
14
15
16
15
16
20
19
12
13
13
12
16
15
15
16
19
20
16
17
30
30
14
13
13
14
13
14
11
12
18
17
14
15
14
15
13
14
15
16
14
15
20
19
14
13
16
17
10
9
2
3
12
11
15
14
17
18
17
18
14
15
15
16
15
16
16
15
14
13
15
14
17
18
12
13
13
14
16
15
19
20
13
12
13
12
15
14
20
19
15
16
30
30
14
13
12
11
15
14
15
14
19
19
14
15
13
12
30
30
14
13
12
11
17
18
14
13
15
16
20
19
14
13
9
10
13
12
2
3
19
20
19
18
17
18
13
14
13
12
14
13
19
20
14
13
13
12
13
12
15
16
15
14
15
16
14
15
20
19
14
13
12
11
19
20
15
14
15
14
16
15
14
13
15
17
13
14
15
16
19
18
2
3
17
16
14
15
16
15
14
13
19
20
18
17
12
13
15
14
19
18
15
16
12
13
13
12
15
16
14
15
19
20
15
16
11
12
12
11
17
18
15
16
14
15
14
13
13
14
16
16
19
20
13
14
9
10
3
2
18
17
15
16
13
12
15
14
20
19
12
13
15
14
15
16
12
13
16
15
14
15
19
20
12
13
10
9
19
18
14
13
12
11
14
15
19
19
15
14
19
18
13
14
18
17
16
15
15
14
13
14
9
10
13
13
2
3
18
17
17
18
14
15
14
15
14
13
14
15
20
19
16
15
13
12
14
13
18
19
19
20
16
15
15
14
9
10
18
19
16
15
30
30
11
12
18
17
19
20
19
19
16
15
30
30
14
13
14
13
11
12
16
16
20
19
14
13
3
2
12
11
18
19
15
14
16
15
16
15
12
13
13
14
18
19
19
20
19
18
13
14
16
15
15
16
15
16
15
14
20
19
18
19
14
13
18
17
15
14
13
14
13
14
17
18
13
14
15
16
14
13
15
16
2
3
18
17
15
16
15
14
18
17
15
14
12
13
14
13
19
20
19
18
13
12
12
13
15
16
15
14
14
15
12
13
15
16
30
30
14
13
11
10
12
11
19
20
15
14
15
14
17
16
16
15
30
30
13
14
13
14
16
15
15
14
20
19
14
13
17
16
3
2
11
12
20
19
14
15
17
18
15
16
13
14
4
3
20
19
16
15
13
14
14
15
18
19
15
15
20
19
14
13
10
12
19
20
13
12
16
15
15
16
30
30
13
14
14
13
12
11
14
15
13
14
16
15
13
14
18
17
14
15
19
20
14
13
17
16
16
15
18
19
3
2
14
15
17
18
17
18
16
15
16
15
15
14
19
20
12
13
15
14
15
16
18
19
11
11
12
13
15
16
15
16
16
15
20
19
12
13
16
17
10
9
30
30
14
13
17
16
12
11
12
11
18
17
15
14
14
15
15
16
13
14
18
17
16
16
14
13
9
10
3
2
19
20
11
12
19
18
18
17
17
16
17
18
19
20
13
12
14
13
19
20
12
10
12
13
16
15
15
16
20
19
13
14
14
15
17
18
19
20
15
14
20
21
12
13
13
14
14
13
16
15
19
20
14
13
16
15
13
12
2
3
12
11
15
14
16
17
13
14
14
15
19
20
17
18
13
14
16
15
19
18
15
16
19
20
11
12
13
12
15
14
18
19
15
16
30
30
30
30
12
11
12
11
12
11
18
17
19
20
14
15
14
15
15
14
30
30
13
14
13
14
11
12
15
17
16
17
2
3
18
18
18
17
17
16
16
15
14
2
15
19
20
16
15
12
13
11
11
12
13
16
15
16
15
20
19
30
30
30
30
11
12
12
11
14
15
19
18
21
20
15
14
19
18
13
14
14
13
16
15
13
14
18
19
10
9
13
13
3
20
19
19
20
19
20
14
13
19
20
19
20
14
13
18
19
19
18
12
13
11
11
12
13
15
16
15
16
14
15
20
19
15
16
30
30
11
12
18
17
19
20
14
15
14
15
14
13
14
13
14
13
17
18
14
13
20
19
14
13
10
9
2
3
12
11
19
20
15
14
15
16
17
18
20
19
19
20
19
20
19
18
13
14
12
13
16
15
17
16
16
15
13
14
12
11
12
11
15
14
15
14
14
15
13
13
13
14
17
18
13
14
17
16
9
10
15
16
14
13
3
2
19
20
18
17
19
20
19
20
19
20
13
12
16
14
13
12
11
11
16
15
16
15
20
19
16
15
9
10
30
30
11
12
15
14
19
19
20
19
14
15
15
14
13
14
18
17
17
18
15
16
19
20
13
14
17
16
18
19
3
2
11
12
19
20
14
15
15
16
14
15
20
19
19
20
13
14
16
15
12
13
13
12
15
14
16
15
18
19
16
15
16
15
15
14
13
14
11
12
18
17
20
19
15
14
19
19
15
14
18
19
12
13
14
13
14
13
21
21
18
17
15
14
9
10
19
18
3
2
12
11
20
19
20
19
15
15
16
15
16
15
14
13
19
20
20
19
12
13
13
14
15
16
11
10
12
13
15
16
12
13
17
16
9
10
16
17
12
11
12
11
18
17
15
14
19
18
30
30
14
15
13
14
18
17
15
14
20
19
13
14
16
17
9
10
13
14
2
3
17
18
19
20
20
19
15
16
14
15
19
20
13
12
14
13
16
15
20
19
12
13
14
15
9
10
15
16
30
30
13
14
14
15
11
12
16
17
13
14
18
17
16
15
15
14
16
15
17
16
9
10
2
3
11
12
18
19
18
17
14
15
16
17
19
20
13
12
13
14
15
16
19
18
15
16
13
14
13
12
10
12
13
12
15
16
16
15
15
14
15
14
20
19
30
30
12
11
18
17
15
14
14
13
15
14
2
3
12
11
14
15
19
18
20
19
15
16
18
17
19
20
12
13
13
14
14
15
15
16
20
19
19
18
12
13
20
19
30
30
13
14
15
14
11
12
17
18
19
20
15
14
15
14
19
19
17
16
18
19
19
18
14
13
14
13
18
17
13
14
15
16
21
20
17
16
10
9
15
16
16
15
2
3
14
15
16
17
14
15
15
16
16
15
13
14
13
12
14
13
16
15
18
19
18
19
14
13
13
12
15
14
20
19
12
13
10
9
13
14
12
11
17
18
19
20
15
14
12
13
14
12
14
13
18
17
16
15
14
13
16
17
13
13
3
2
20
19
17
18
16
15
14
15
19
20
15
16
13
14
16
15
20
19
14
13
16
15
15
16
17
16
30
30
13
14
11
12
11
12
12
11
18
17
19
20
14
15
14
15
30
30
14
15
13
14
11
12
18
17
15
14
14
13
10
9
20
19
15
16
3
2
15
16
15
16
13
14
19
20
13
14
12
13
18
19
15
16
14
15
14
15
13
12
16
15
15
14
10
9
16
15
30
30
11
12
15
14
15
16
13
14
17
16
14
13
14
13
18
17
17
18
16
17
20
19
12
13
15
16
2
3
16
15
19
18
14
13
15
14
14
15
16
17
13
14
12
13
14
15
19
20
13
12
13
12
14
15
13
12
14
13
12
11
12
11
17
18
20
19
15
14
13
12
14
13
14
13
16
16
14
15
20
19
14
13
19
20
14
15
16
15
2
3
15
16
13
14
14
15
19
20
19
18
16
15
20
19
12
11
20
19
18
17
13
12
16
15
15
14
16
15
15
16
16
15
14
13
15
14
11
12
12
11
12
11
17
18
15
14
15
19
19
13
12
13
14
18
17
20
21
16
17
14
13
9
10
18
19
13
12
3
2
15
16
15
16
15
16
14
13
15
14
20
19
12
13
13
12
19
20
16
17
9
10
16
15
15
16
30
30
30
30
14
13
15
14
14
13
11
12
16
17
14
15
18
19
30
30
17
15
15
14
16
17
20
19
3
2
16
15
19
20
20
19
13
12
19
20
12
13
11
11
15
16
13
14
15
16
14
15
30
30
14
15
13
14
17
16
11
12
12
11
18
17
20
19
14
15
15
14
13
14
14
13
14
13
16
16
16
17
20
19
9
10
14
15
2
3
15
16
14
13
19
20
14
15
18
17
12
13
18
19
16
15
12
11
14
15
20
19
18
17
18
19
13
12
15
16
16
15
16
15
15
14
19
20
17
16
10
9
30
30
17
16
11
12
15
14
15
14
14
15
14
15
18
17
15
17
22
20
13
14
20
19
2
3
18
20
15
14
19
20
13
12
20
19
12
11
19
20
19
18
11
11
14
13
15
16
21
22
17
16
16
15
20
21
11
12
17
18
15
14
13
14
19
19
14
15
13
14
11
12
16
15
14
15
14
13
17
16
19
20
16
15
2
3
14
13
19
20
12
13
19
20
15
14
18
19
12
13
13
14
19
20
13
12
16
15
17
16
16
15
30
30
13
14
11
12
14
15
19
19
21
20
15
14
15
16
13
12
13
14
17
18
17
18
13
14
13
14
10
9
3
2
19
20
13
14
20
19
19
20
17
18
15
16
15
14
19
20
18
17
15
14
14
15
18
17
15
14
19
20
14
15
19
18
9
10
9
10
17
18
30
30
19
18
11
12
17
18
17
16
17
16
15
16
21
21
21
20
21
20
14
15
17
16
15
16
14
15
21
22
13
14
15
14
16
14
13
12
17
18
2
3
16
15
15
16
19
20
19
20
18
17
15
14
14
16
15
14
20
19
21
20
17
18
15
16
14
15
17
18
15
16
19
20
16
15
9
10
9
10
18
17
30
30
13
14
19
18
12
10
14
13
18
17
16
17
17
16
14
15
18
17
19
18
17
16
14
13
14
13
21
20
16
15
22
21
14
13
16
17
19
20
10
9
15
14
18
17
3
2
15
16
17
18
18
19
14
15
15
16
19
20
12
11
14
15
12
13
17
18
16
15
18
17
15
16
18
17
17
16
16
15
14
15
19
20
30
30
30
30
15
14
14
13
13
14
16
17
16
18
15
14
21
21
14
15
21
20
14
15
30
30
17
16
14
13
17
18
16
15
16
15
15
14
13
14
20
19
13
12
18
17
3
2
13
14
16
15
17
16
17
18
15
15
12
11
20
19
20
20
13
12
18
17
16
15
15
14
17
16
15
14
18
19
18
17
14
15
19
18
11
10
14
13
13
14
17
18
17
16
17
16
15
16
14
15
16
17
13
14
14
13
13
14
15
16
22
21
14
13
9
10
16
14
17
18
3
2
20
19
13
14
15
14
17
16
20
19
14
13
18
17
14
15
15
16
19
20
20
21
12
13
18
17
14
15
17
16
16
15
15
14
19
18
21
20
14
13
19
18
12
11
17
18
17
16
17
16
17
16
21
21
15
14
21
20
15
16
19
18
16
17
13
14
14
13
17
18
20
21
20
19
15
16
16
15
14
12
20
19
15
14
2
3
15
16
14
13
15
16
13
14
13
12
18
19
15
14
16
15
19
20
17
18
12
13
15
15
17
18
14
15
17
16
20
19
19
18
20
21
19
18
11
11
12
11
13
14
18
17
16
17
16
17
15
14
20
21
15
14
16
15
13
14
13
14
14
13
17
18
17
16
20
19
10
9
14
15
2
3
14
13
19
20
12
13
15
14
20
19
11
12
19
20
12
13
18
17
15
14
16
15
17
18
18
17
14
15
18
17
20
19
20
21
18
17
17
18
15
14
13
14
19
18
12
11
13
14
13
14
18
17
16
16
16
17
18
16
14
15
21
20
21
20
15
14
18
19
30
30
17
16
13
14
18
17
15
14
13
14
17
16
19
20
19
20
15
14
18
17
3
2
15
16
14
12
20
19
13
12
12
11
19
20
18
17
17
18
18
17
14
15
18
17
17
16
16
15
20
19
19
18
20
21
18
17
30
30
14
13
14
13
19
18
12
11
17
18
17
16
17
16
21
21
21
20
20
21
14
15
13
14
14
13
17
18
19
20
16
22
21
14
13
17
16
19
20
18
19
12
13
17
18
3
2
15
16
19
20
20
19
14
13
18
17
18
19
15
14
15
16
19
20
18
17
18
17
16
15
18
17
15
16
18
19
9
10
18
17
15
14
14
13
13
14
18
18
12
11
11
12
13
14
18
17
17
16
17
16
17
16
15
14
21
21
21
20
14
15
16
17
13
14
14
13
13
14
15
14
13
14
17
16
14
15
18
19
15
15
3
2
18
16
13
14
17
16
17
18
15
15
11
12
14
15
19
20
20
21
13
12
18
17
14
15
17
18
15
16
15
14
17
18
17
16
19
18
21
20
18
17
30
30
15
14
13
14
13
14
17
16
16
17
21
21
20
21
14
15
17
16
14
13
13
14
13
14
16
15
15
16
21
22
19
20
9
10
14
15
14
15
2
3
19
20
19
18
14
13
17
16
19
20
14
15
12
11
21
20
18
17
20
21
13
12
10
11
16
15
15
16
14
15
18
17
20
19
14
15
18
18
18
17
18
17
30
30
14
15
18
19
11
12
14
13
17
16
17
16
14
15
21
20
14
15
30
30
16
17
14
13
14
13
14
13
16
15
14
13
20
19
18
17
3
2
15
16
18
19
13
14
19
20
14
13
12
13
15
14
16
15
14
15
12
13
17
18
15
14
17
18
14
15
19
20
15
14
19
18
18
17
30
30
14
13
14
13
18
17
17
16
17
16
16
17
14
15
21
21
20
21
18
17
20
21
17
16
13
14
13
14
21
20
20
19
14
13
19
20
17
18
3
2
16
15
19
18
13
14
20
19
13
14
19
18
16
15
16
15
16
15
18
17
14
15
17
16
14
15
20
19
20
19
9
10
15
14
14
15
17
18
2
3
19
18
13
14
20
19
12
13
18
19
15
16
15
14
20
19
21
20
12
13
14
15
15
14
17
18
17
16
14
15
17
18
30
30
16
17
14
13
11
12
13
14
16
17
15
14
20
21
14
15
21
20
13
14
20
19
16
15
17
16
22
21
14
13
16
17
18
19
18
17
3
2
16
15
15
16
14
13
15
16
15
14
14
13
14
15
12
11
13
12
15
14
18
17
14
15
15
16
9
10
30
30
15
14
13
14
14
13
17
18
16
17
16
18
14
15
21
21
21
20
21
20
21
20
15
14
16
17
14
13
18
17
19
20
16
15
16
17
9
10
15
14
17
18
3
2
15
16
13
14
20
19
14
13
15
14
14
15
18
17
14
15
14
15
18
17
16
17
16
15
15
14
19
20
16
15
19
18
18
17
18
17
30
30
13
14
14
13
17
18
16
17
17
16
21
21
20
20
20
21
15
15
30
30
16
17
13
14
13
14
19
20
15
16
15
16
15
14
20
22
16
17
20
19
9
10
15
14
17
18
2
3
20
19
19
18
15
16
15
14
14
13
14
15
14
15
18
17
15
14
15
16
17
18
18
17
16
17
20
19
10
9
18
17
30
30
14
13
14
13
19
18
11
12
12
11
14
13
17
16
16
17
15
14
20
21
15
14
18
19
13
14
13
14
17
18
19
20
16
15
14
13
20
19
15
14
15
16
3
2
19
20
13
12
15
16
16
15
13
12
14
15
15
16
10
9
10
9
18
19
30
30
13
14
14
15
11
12
15
14
14
15
30
30
14
13
13
14
14
13
14
15
20
19
16
17
10
9
18
19
16
15
2
3
15
16
14
15
19
20
17
18
14
15
15
16
11
12
20
19
12
13
10
9
30
30
12
11
18
17
20
19
15
14
14
15
19
18
30
30
13
14
14
13
18
17
17
18
16
15
13
14
20
19
9
10
14
15
3
2
13
14
15
16
15
14
19
20
17
18
20
19
20
19
16
15
16
15
17
16
15
16
16
15
30
30
12
11
17
18
15
14
19
19
19
18
30
30
14
13
14
13
16
15
20
19
18
20
9
10
15
16
3
2
13
14
16
17
19
20
15
14
15
16
19
20
20
19
10
11
15
16
13
12
15
14
20
19
10
9
15
16
15
16
13
14
12
11
17
18
14
15
19
19
21
20
19
18
13
14
15
16
20
19
14
13
15
14
18
19
15
16
2
3
15
16
16
15
13
14
15
14
14
13
15
14
11
12
15
14
19
20
13
12
13
14
15
16
12
13
15
14
15
16
30
30
13
14
11
12
12
11
18
17
15
14
14
15
14
15
12
13
17
16
14
13
13
14
17
18
17
15
15
14
19
20
14
13
16
17
19
20
14
15
14
12
3
2
16
15
16
15
18
19
16
15
12
11
14
15
19
20
17
18
12
13
15
14
18
19
16
15
30
30
14
15
12
11
11
12
14
15
12
13
18
19
18
17
14
13
16
16
15
14
13
14
19
20
15
14
12
13
15
16
2
3
15
16
19
18
14
13
19
20
17
18
16
15
11
12
14
13
16
15
13
12
15
16
14
15
20
19
15
16
30
30
13
14
11
12
11
12
11
12
19
19
14
15
14
13
11
12
14
13
15
16
14
13
19
19
9
10
3
2
15
16
14
13
15
14
15
16
15
14
17
18
12
13
13
14
13
12
14
15
16
15
15
14
20
19
15
16
15
16
30
30
13
14
14
15
14
13
11
12
12
11
15
14
19
19
30
30
13
14
16
16
13
14
16
17
20
19
18
19
3
2
15
16
19
18
15
16
14
13
15
16
15
14
16
17
19
20
17
18
18
19
15
14
16
15
11
12
14
15
19
20
17
18
12
13
15
16
16
15
13
12
15
16
17
16
14
13
12
11
12
11
14
15
14
15
19
18
17
16
16
15
30
30
15
14
13
14
16
15
14
15
19
20
14
13
18
19
3
2
13
14
19
20
13
14
19
18
16
15
18
17
12
13
16
15
16
15
12
13
20
19
9
10
15
16
30
30
13
14
15
14
12
11
18
17
14
15
19
19
30
30
13
14
14
13
20
21
16
15
14
13
20
19
14
15
16
15
16
15
2
3
15
16
14
15
20
19
19
18
14
15
12
11
19
20
17
18
18
19
13
12
10
12
13
12
13
12
9
10
30
30
30
30
15
14
14
13
18
17
15
14
15
14
16
15
15
16
19
18
30
30
13
14
18
17
13
14
17
16
16
15
16
15
18
19
19
20
15
16
2
3
14
15
17
16
19
20
14
13
11
11
16
15
17
16
12
13
15
14
20
19
14
15
30
30
14
13
11
10
18
17
14
15
19
19
30
30
17
16
16
15
15
16
17
18
20
19
13
14
15
14
20
19
12
13
11
11
13
12
14
15
13
12
19
18
30
30
30
30
13
14
14
15
11
12
11
12
18
17
15
16
18
19
16
15
30
30
13
14
13
14
14
13
20
19
17
16
16
15
15
14
15
16
19
18
12
13
14
15
2
3
14
15
14
13
13
12
14
13
18
19
17
16
19
20
19
20
12
11
17
18
20
19
10
9
15
16
30
30
15
14
18
17
19
20
16
15
18
17
3
2
14
13
12
11
15
16
17
16
15
14
19
20
14
15
14
13
14
13
13
14
14
13
17
18
14
15
18
17
15
14
14
13
13
14
19
20
15
17
21
20
13
14
15
16
15
14
19
18
14
15
19
20
18
17
16
15
17
18
3
2
13
14
16
17
19
20
20
19
14
15
15
14
16
17
20
19
18
17
18
17
30
30
14
13
19
18
11
12
11
12
14
13
18
17
17
16
17
16
16
15
21
21
17
18
21
20
20
21
20
21
13
14
14
13
14
13
17
18
19
20
22
21
21
20
14
13
9
10
14
15
16
15
15
14
17
18
18
19
16
15
17
18
16
15
3
2
14
13
18
19
16
17
19
20
12
11
16
15
17
18
14
15
17
16
20
21
13
14
15
14
13
14
18
19
11
12
13
14
17
16
17
16
16
15
15
14
21
20
16
17
17
16
20
19
13
14
17
18
11
12
16
15
17
18
19
20
13
14
14
15
14
15
3
2
15
15
14
13
18
19
17
18
20
19
16
15
19
20
21
20
12
13
15
16
15
16
14
15
16
17
19
20
19
18
9
10
10
9
21
20
18
17
14
13
14
15
17
16
19
20
16
17
16
18
21
21
17
18
14
15
17
16
13
12
13
14
16
17
15
16
15
16
20
22
9
10
17
18
18
17
15
16
18
17
3
2
14
15
14
15
12
13
14
13
18
19
14
15
19
20
18
19
16
15
18
17
19
18
12
13
15
14
17
16
15
14
14
15
19
20
14
15
19
18
10
9
21
20
17
18
18
17
13
14
13
14
16
17
16
18
16
15
14
15
20
21
15
14
19
18
17
16
13
14
16
17
16
15
16
15
15
14
18
17
15
16
12
11
17
18
19
20
17
18
18
17
3
2
14
15
15
16
14
13
16
17
19
20
15
16
17
18
20
19
18
17
15
14
15
14
19
20
15
14
20
21
30
30
13
14
17
16
16
17
16
15
21
20
14
15
17
18
20
21
15
14
30
30
16
17
16
17
14
13
16
15
16
15
11
12
16
16
18
17
15
14
3
2
16
15
15
15
13
14
14
15
19
20
15
16
17
18
12
13
16
15
15
16
14
15
14
15
19
18
14
13
14
15
19
18
14
13
14
13
17
16
17
16
20
21
15
14
14
15
16
15
15
16
19
18
16
17
13
12
13
14
15
16
16
15
15
14
21
22
13
14
17
16
17
18
17
18
17
18
15
16
17
18
3
2
13
14
15
14
17
16
16
15
21
20
13
12
14
15
17
16
20
19
15
16
9
10
30
30
14
13
13
14
17
16
16
17
17
16
14
15
18
17
14
15
17
16
20
21
13
14
17
16
19
20
16
15
14
15
20
21
22
21
21
20
16
17
18
17
17
18
20
19
18
17
18
17
14
15
2
3
